,ACONDICIONAMIENTOVEHICULOS,ACONDICIONAMIENTOVIAJEROS,BARRIO,CALIFICADORPORTAL,CARRETERA,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,CODIGOENTIDAD,CODIGOESTACION,CODIGOINTERCAMBIADOR,CODIGOMUNICIPIO,CODIGONUCLEO,CODIGOPOSTAL,CODIGOPROVINCIA,CODIGOVIA,CORONA123,CORONATARIFARIA,CORREDOR,DENOMINACION,DENOMINACIONABREVIADA,DENOMINACION_SAE,DISTRITO,ENCUESTAAFOROS,ENCUESTADOMICILIARIA,FECHAACTUAL,FECHAALTA,FECHAFIN,FECHAINICIO,GRADOACCESIBILIDAD,HOJA25000,IDESTACION,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LATITUD,LONGITUD,MODO,MODOINTERCAMBIADOR,NOMBREVIA,NUMEROPORTAL,OBJECTID,OBSERVACIONES,PARTICULA,SECCIONCENSAL,SECTOR,SECTORURBANO,SITUACION,SITUACIONCALLE,TESELA,TIPO,TIPONUMERO,TIPOVIA,X,Y,ZONATRANSPORTE
240,3,2,064,,,163,0903,07901,163,368,079,0790101,28029,28,11612,1,A,6,VENTILLA,,,06,,106,20150709,19990405,,19930701,N,559-1,4_163,,,40.46943537698728,-3.6958833297651754,4,93.0,Asturias,39,241,0903,de,073,,0790101123,I,,T0792766,U,N,Avda,441118,4480302,079-06-106
241,3,2,056,,,165,0905,07901,165,200,079,0790101,28036,28,03953,1,A,1,DUQUE DE PASTRANA,,,05,,88,20150709,19990405,,19930701,N,559-2,4_165,,,40.467625851508785,-3.6791705524779017,4,93.0,Mateo Inurria,41,242,0905,de,100,,0790101198,I,,T0792355,U,N,Calle,442533,4480090,079-05-088
242,3,2,164,,,71,0804,07901,157,79,079,0790101,28033,28,99999,2,A,1,MAR DE CRISTAL,,,16,,452,20150709,19990405,,19980101,T,559-2,4_157,,,40.469383787188725,-3.6383202232204686,4,92.0,Mar de Cristal,1,243,0418,de,050,4,0790101173,I,,T0792832,U,N,Gta,445997,4480260,079-16-452
243,3,2,071,,,52,0401,07901,54,68,079,0790101,28015,28,00120,1,A,5,ARGÜELLES,,,07,,136,20150709,19990405,,19930701,N,559-1,4_54,,,40.430598358763966,-3.7159568697272873,4,92.0,Alberto Aguilera,72,244,0310,de,001,,0790101303,I,,T0797329,U,N,Calle,439381,4476005,079-07-136
244,3,2,021,,,296,0760,04901,296,232,049,0490199,28822,28,99999,2,B1,3,HOSPITAL DEL HENARES,,,02,,905,20150709,20080215,,20080101,T,solape,4_296,,,40.41761001821852,-3.5345349720982124,4,92.0,Tiro,SN,245,"HOSPITAL DEL HENARES Linea 7

El raso. Coslada (MADRID)",del,016,,0490199001,I,,T049357,U,N,Cmno,454761,4474454,049-012
245,3,2,015,,,52,0624,07901,126,68,079,0790101,28015,28,99999,1,A,5,ARGÜELLES,,,01,,1,20150709,19990405,,19930701,T,559-1,4_126,,,40.430531839640196,-3.7159561654441755,4,92.0,Alberto Aguilera,72,246,0310,de,107,,0790101319,I,,T0797504,U,N,Calle,439381,4475997,079-01-001
246,3,2,016,,,49,0307,07901,49,62,079,0790101,28013,28,00987,1,A,5,CALLAO,,,01,,13,20150709,19990405,,19930701,T,559-1,4_49,,,40.420136495085096,-3.7056612368434116,4,91.0,Callao,3,247,0307,del,117,1,0790101328,I,,T0798880,U,N,Plaza,440245,4474836,079-01-013
247,3,2,044,,,139,0708,07901,139,289,079,0790101,28028,28,00902,1,A,1,PARQUE DE LAS AVENIDAS,,,04,,69,20150709,19990405,,19930701,N,559-2,4_139,,,40.43944760234025,-3.6629705808692217,4,93.0,Bruselas,56,248,0708,de,082,,0790101400,I,,T0796479,U,N,Avda,443883,4476952,079-04-069
248,3,2,014,,,86,0513,07901,86,170,079,0790101,28004,28,01644,1,A,5,CHUECA,,,01,,4,20150709,19990405,,19930701,N,559-1,4_86,,,40.422933178079816,-3.6976165924437825,4,93.0,Chueca,7,249,0513,de,081,,0790101324,I,,T0798596,U,N,Plaza,440930,4475141,079-01-004
249,3,2,015,,,10,1010,07901,196,355,079,0790101,28004,28,04502,1,A,5,TRIBUNAL,,,01,,3,20150709,19990405,,19930701,N,559-1,4_196,,,40.42599519678041,-3.7020777488360026,4,92.0,Palma,5,250,0110,de la,101,,0790101321,I,,T0798207,U,N,Calle,440554,4475484,079-01-003
250,3,2,,,,289,0756,04901,289,252,049,0490101,28823,28,A0132,3,B1,2,LA RAMBLA,,,02,,899,20150709,20070507,,20070101,T,559-2,4_289,,,40.42514348413913,-3.5479238333382477,4,93.0,Honduras,2,251,LA RAMBLA Linea 7, ,004,,0490101013,I,,T049174,U,N,Calle,453630,4475298,049-006
251,3,2,,,,287,0754,04901,287,157,049,0490101,28821,28,A0101,3,B1,2,BARRIO DEL PUERTO,,,01,,902,20150709,20070507,,20070101,T,559-2,4_287,,,40.42249687009597,-3.5691884702656647,4,93.0,España,8,252,BARRIO DEL PUERTO Linea 7,de,020,,0490101009,I,,T049324,U,N,Avda,451824,4475015,049-009
252,3,2,,,,290,0757,13002,290,332,130,1300201,28830,28,00037,3,B1,2,SAN FERNANDO,,,01,,929,20150709,20070507,,20070101,T,559-2,4_290,,,40.42441224966061,-3.5354145225517146,4,93.0,Gonzalo de Córdoba,24,253,SAN FERNANDO Linea 7,de,001,,1300201002,I,,T130234,U,N,Calle,454691,4475210,130-008
253,3,2,191,,,292,0759,13002,292,226,130,1300201,28830,28,00502,3,B1,2,HENARES,,,01,,930,20150709,20070507,,20070101,T,solape,4_292,,,40.41776948524124,-3.5271783527904157,4,93.0,Algorta,12,254,HENARES Linea 7,de,015,,1300201009,I,,T130336,U,N,Avda,455385,4474468,130-009
254,3,2,053,,,169,0909,07901,169,179,079,0790101,28002,28,02511,1,A,1,CRUZ DEL RAYO,,,05,,97,20150709,19990405,,19930701,N,559-2,4_169,,,40.44426588110329,-3.6782141096710466,4,93.0,Príncipe de Vergara,138,255,0909,del,043,,0790101364,I,,T0795757,U,N,Calle,442594,4477497,079-05-097
255,3,2,031,,,17,0117,07901,17,272,079,0790101,28007,28,01357,1,A,3,MENENDEZ PELAYO,,,03,,60,20150709,19990405,,19930701,N,559-4,4_17,,,40.40445052226359,-3.6809794170757697,4,93.0,Ciudad de Barcelona,23,256,0117,de la,005,,0790101710,I,,T07910481,U,N,Avda,442325,4473079,079-03-060
256,3,2,175,,,270,0354,07901,270,172,079,0790101,28041,28,00345,2,A,4,CIUDAD DE LOS ANGELES,,,17,,467,20150709,20070420,,20070101,T,559-3,4_270,,,40.359585428137,-3.6936264441706634,4,93.0,Andalucía,38,257,CIUDAD DE LOS ANGELES Linea 3,de,086,,0790101837,I,,T07915466,U,N,Avda,441213,4468107,079-17-467
257,3,2,171,,,272,0356,07901,272,328,079,0790101,28021,28,00345,2,A,4,SAN CRISTOBAL,,,17,,484,20150709,20070420,,20070101,T,559-3,4_272,,,40.34154193600964,-3.6931802991863165,4,93.0,Andalucía,81,258,SAN CRISTOBAL Linea 3,de,106,,0790101857,I,,T07916091,U,N,Avda,441235,4466104,079-17-484
258,3,2,073,,,39,0402,07901,55,325,079,0790101,28015,28,05292,1,A,6,SAN BERNARDO,,,07,,138,20150709,19990405,,19930701,N,559-1,4_55,,,40.429662461610036,-3.705673788588775,4,93.0,Ruiz Jiménez,5,259,0212,de,050,,0790101297,I,,T0797624,U,N,Gta,440252,4475894,079-07-138
259,3,2,073,,,9,0403,07901,56,160,079,0790101,28004,28,05315,1,A,6,BILBAO,,,07,,139,20150709,19990405,,19930701,N,559-1,4_56,,,40.42885030444197,-3.7011381755651382,4,93.0,Sagasta,5,260,0109,de,073,,0790101297,I,,T0797776,U,N,Calle,440636,4475801,079-07-139
260,3,2,074,,,57,0512,07901,85,133,079,0790101,28010,28,00224,1,A,6,ALONSO MARTINEZ,,,07,,140,20150709,19990405,,19930701,N,559-1,4_85,,,40.42828258137045,-3.6950229019466976,4,92.0,Almagro,4,261,0404,de,075,,0790101295,I,,T0797902,U,N,Calle,441155,4475734,079-07-140
261,3,2,012,,,46,0304,07901,46,10,079,0790101,28012,28,01925,1,A,5,EMBAJADORES,,,01,,22,20150709,19990405,,19930701,T,559-3,4_46,,,40.405127271162534,-3.70268049977228,4,92.0,Embajadores,10,262,Con gta de Embajadores,de,039,1,0790101612,I,,T07910437,U,N,Gta,440485,4473168,079-01-022
262,3,2,092,,,53,0623,07901,125,14,079,0790101,28008,28,04213,2,A,6,MONCLOA,,,09,,227,20150709,19990405,,19930701,T,559-1,4_125,,,40.43496631087177,-3.719450010688234,4,90.0,Moret,1,263,0311,de,028,5,0790101305,I,,T0796952,U,N,Paseo,439089,4476492,079-09-227
263,3,2,104,,,100,0527,07901,100,1,079,0790101,28047,28,08718,2,A,5,ALUCHE,,,10,,256,20150709,19990405,,19930701,T,559-3,4_100,,,40.38562861956385,-3.76080381070444,4,90.0,Valmojado,293,264,0527,de,091,3,0790101642,E,,T07912935,U,N,Calle,435534,4471045,079-10-256
264,3,2,022,,,46,0519,07901,92,10,079,0790101,28005,28,00022,1,A,4,ACACIAS,,,02,,28,20150709,19990405,,19930701,N,559-3,4_92,,,40.40387164372991,-3.7066410860751864,4,92.0,Acacias,20,265,0519,de las,020,1,0790101567,I,,T07910480,U,N,Paseo,440147,4473032,079-02-028
265,3,2,024,B,,43,0607,07901,110,11,079,0790101,28045,28,03410,1,A,4,LEGAZPI,,,02,,41,20150709,19990405,,19930701,T,559-3,4_110,,,40.39115775794032,-3.69505136534669,4,92.0,Legazpi,2,266,Con Calle del Vado de Santa Catalina,de,100,1,0790101625,I,,T07912296,U,N,Plaza,441120,4471613,079-02-041
266,3,2,023,B,,43,0301,07901,43,11,079,0790101,28045,28,03410,1,A,4,LEGAZPI,,,02,,38,20150709,19990405,,19930701,T,559-3,4_43,,,40.391154999510235,-3.695113687596018,4,92.0,Legazpi,2,267,0301,de,047,1,0790101624,I,,T07912258,U,N,Plaza,441114,4471612,079-02-038
267,3,2,027,,,111,0609,07901,111,13,079,0790101,28045,28,11713,1,A,4,MENDEZ ALVARO,,,02,,44,20150709,19990405,,19930701,N,559-4,4_111,,,40.39537559939098,-3.6781415070830423,4,90.0,Ombu,16,268,0609,del,083,1,0790101720,I,,T07911253,U,N,Calle,442559,4472070,079-02-044
268,3,2,112,,,96,0523,07901,96,16,079,0790101,28019,28,07986,2,A,4,OPORTO,,,11,,283,20150709,19990405,,19930701,N,559-3,4_96,,,40.38846476309323,-3.7313233124150336,4,92.0,Valle de Oro,13,269,0523,del,032,3,0790101656,I,,T07912607,U,N,Gta,438039,4471339,079-11-283
269,3,2,112,,,96,0603,07901,106,16,079,0790101,28019,28,07986,2,A,4,OPORTO,,,11,,283,20150709,19990405,,19930701,N,559-3,4_106,,,40.388467519483676,-3.731264112878039,4,92.0,Valle de Oro,2,270,0523,del,032,3,0790101656,I,,T07912607,U,N,Gta,438044,4471339,079-11-283
270,3,2,041,,,59,0406,07901,59,344,079,0790101,28001,28,02608,1,A,1,SERRANO,,,04,,70,20150709,19990405,,19930701,N,solape,4_59,,,40.42543215941902,-3.6866304363833353,4,93.0,Goya,19,271,0406,de,005,,0790101379,I,,T0798191,U,N,Calle,441864,4475412,079-04-070
271,3,2,045,,,63,0410,07901,63,66,079,0790101,28028,28,01704,1,A,1,DIEGO DE LEON,,,04,,67,20150709,19990405,,19930701,N,559-2,4_63,,,40.43467946439266,-3.6749527300771714,4,92.0,Diego de León,69,272,0410,de,099,1,0790101384,I,,T0796908,U,N,Calle,442862,4476430,079-04-067
272,3,2,088,A,,275,1052,07901,275,277,079,0790101,28049,28,45934,2,A,7,MONTECARMELO,,,08,,145,20150709,20070424,,20070101,T,534-3,4_275,,,40.505252159110974,-3.6957506950563808,4,93.0,Monasterio de Silos,63,273,MONTECARMELO Linea 10,de,165,,0790101981,I,,T079442,U,N,Avda,441160,4484278,079-08-145
273,3,2,052,,,66,0413,07901,66,129,079,0790101,28002,28,03477,1,A,1,ALFONSO XIII,,,05,,99,20150709,19990405,,19930701,N,559-2,4_66,,,40.44824838816102,-3.6679061529956103,4,93.0,López de Hoyos,190,274,0413,de,022,,0790101359,I,,T0795542,U,N,Calle,443471,4477932,079-05-099
274,3,2,156,,,67,0414,07901,67,149,079,0790101,28043,28,05092,2,A,1,AVENIDA DE LA PAZ,,,15,,401,20150709,19990405,,19930701,N,559-2,4_67,,,40.453542634899286,-3.6611819996826074,4,93.0,Ramón y Cajal,107,275,0414,de,153,,0790101354,I,Esq Avda de Ramón y Cajal,T0794748,U,N,Avda,444046,4478515,079-15-401
275,3,2,163,,,69,0416,07901,69,207,079,0790101,28043,28,10219,2,A,1,ESPERANZA,,,16,,458,20150709,19990405,,19930701,N,559-2,4_69,,,40.45944729719177,-3.645817180039627,4,93.0,Andorra,51,276,0416,de,015,,0790101224,I,,T0793932,U,N,Calle,445354,4479161,079-16-458
276,3,2,164,B,,71,0418,07901,71,79,079,0790101,28033,28,11719,2,A,1,MAR DE CRISTAL,,,16,,452,20150709,19990405,,19930701,T,559-2,4_71,,,40.46942603388481,-3.638322673402993,4,92.0,Mar de Cristal,1,277,0418,del,050,4,0790101173,I,,T0792835,U,N,Gta,445997,4480264,079-16-452
277,3,2,164,,,72,0419,07901,72,337,079,0790101,28033,28,07486,2,A,1,SAN LORENZO,,,16,,450,20150709,19990405,,19930701,T,559-2,4_72,,,40.47447073958695,-3.639577276564596,4,93.0,Barranquilla,9,278,0419,de la,058,,0790101173,I,,T0792111,U,N,Avda,445895,4480825,079-16-450
278,3,2,207,,,74,0501,07901,74,6,079,0790101,28022,28,00132,2,A,2,CANILLEJAS,,,20,,547,20150709,19990405,,19930701,N,559-2,4_74,,,40.449420844365704,-3.608160323120323,4,91.0,Alcalá,631,279,0501,de,072,4,0790101001,I,,T0795385,U,N,Calle,448539,4478026,079-20-547
279,3,2,208,,,75,0502,07901,75,350,079,0790101,28027,28,00132,2,A,2,TORRE ARIAS,,,20,,545,20150709,19990405,,19930701,N,559-2,4_75,,,40.443743296414574,-3.616994705938824,4,93.0,Alcalá,557,280,0502,de,095,,0790101431,I,,T0795643,U,N,Calle,447785,4477401,079-20-545
280,3,2,201,,,76,0503,07901,76,347,079,0790101,28037,28,00132,2,A,2,SUANZES,,,20,,550,20150709,19990405,,19930701,N,559-2,4_76,,,40.44085124307767,-3.6268397441771407,4,93.0,Alcalá,527,281,0503,de,119,,0790101445,I,,T0796414,U,N,Calle,446948,4477085,079-20-550
281,3,2,153,,,79,0506,07901,79,310,079,0790101,28027,28,06453,2,A,1,QUINTANA,,,15,,413,20150709,19990405,,19930701,N,559-2,4_79,,,40.43358494164949,-3.6473622420983225,4,93.0,Virgen del Sagrario,2,282,0506,de la,108,,0790101412,I,,T0797112,U,N,Calle,445202,4476291,079-15-413
282,3,2,154,,,80,0507,07901,80,203,079,0790101,28027,28,45119,2,A,1,EL CARMEN,,,15,,410,20150709,19990405,,19930701,N,559-2,4_80,,,40.43189329209465,-3.6575725472596625,4,93.0,Raquel Méller,2,283,0507,de,115,,0790101410,I,,T0797265,U,N,Calle,444334,4476110,079-15-410
283,3,2,046,,,83,0510,07901,83,283,079,0790101,28006,28,03219,1,A,1,NUÑEZ DE BALBOA,,,04,,66,20150709,19990405,,19930701,N,559-2,4_83,,,40.43278060804376,-3.6825799144836044,4,93.0,Juan Bravo,20,284,0510,de,115,,,I,,T0797259,U,N,Calle,442214,4476225,079-04-066
284,3,2,074,,,84,0511,07901,84,323,079,0790101,28010,28,01875,1,A,6,RUBEN DARIO,,,07,,135,20150709,19990405,,19930701,N,559-1,4_84,,,40.43315793720963,-3.689541598575491,4,93.0,Eduardo Dato,33,285,0511,de,082,,0790101294,I,,T0797099,U,N,Paseo,441624,4476271,079-07-135
285,3,2,073,,,9,0109,07901,9,160,079,0790101,28004,28,05315,1,A,5,BILBAO,,,07,,138,20150709,19990405,,19930701,N,559-1,4_9,,,40.42905602410363,-3.7021820657784166,4,93.0,Sagasta,2,286,0109,de,051,,0790101297,I,,T0797766,U,N,Calle,440548,4475824,079-07-138
286,3,2,112,,,94,0521,07901,94,269,079,0790101,28019,28,03887,2,A,4,MARQUES DE VADILLO,,,11,,276,20150709,19990405,,19930701,N,559-3,4_94,,,40.397356290324495,-3.7159600765140515,4,93.0,Marqués de Vadillo,4,287,0521,del,181,,0790101598,I,,T07911399,U,N,Gta,439351,4472315,079-11-276
287,3,2,112,,,95,0522,07901,95,358,079,0790101,28019,28,11051,2,A,4,URGEL,,,11,,284,20150709,19990405,,19930701,N,559-3,4_95,,,40.39335176845625,-3.7236048242936626,4,93.0,Camino Viejo de Leganés,1,288,0522,del,041,,0790101593,I,,T07911970,U,N,Calle,438698,4471876,079-11-284
288,3,2,114,,,97,0524,07901,97,373,079,0790101,28025,28,04383,2,A,4,VISTA ALEGRE,,,11,,289,20150709,19990405,,19930701,N,559-3,4_97,,,40.38884702575721,-3.7398245500065785,4,93.0,Oca,74,289,0524,de la,107,,0790101634,I,,T07912575,U,N,Calle,437318,4471387,079-11-289
